ID,Year_Birth,Age,Age_Range,Education,Marital_Status,Income,Kidhome,Teenhome,FamilyMember,Dt_Customer,Recency_x,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,WinesExpense,FruitsExpense,MeatExpense,FishExpense,SweetExpense,GoldExpense,TotalSpent,PurchasedItemTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,FreqPurchased,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,PromoReceived,Response,PromoAcceptedCat,IncomeCategory,Recency_y,Frequency,Monetary,RFM Segment,RFM Score,RFM Level
10642,1989,25,Gen Z,Bachelor,Single,30279.0,1,0,2,2012-12-30,13,10,4,14,4,4,1,320,16,70,34.0,9.08,10,459.08,37,1,1,0,3,8,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower,13,5,459.08,411,6,Need Attention
2106,1974,40,Millennials,Master,Married,20130.0,0,0,2,2014-03-17,99,0,6,3,7,6,12,0,24,15,59.5,13.620000000000001,120,232.12,34,1,1,0,3,8,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower,99,5,232.12,111,3,Almost Lost Customer
10364,1959,55,Gen X,Bachelor,Divorced,23295.0,0,0,1,2013-07-13,72,0,0,1,2,12,5,0,0,5,17.0,27.240000000000002,50,99.24000000000001,20,1,1,0,2,8,4,0,0,0,0,0,0,0,0,Never accepted promos,Lower,72,4,99.24,211,4,Need Attention
5954,1972,42,Millennials,Master,Divorced,42618.0,1,0,2,2013-10-09,92,76,14,74,13,5,10,2432,56,370,110.5,11.35,100,3079.85,192,2,5,0,4,8,11,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,92,11,3079.85,132,6,Need Attention
1137,1964,50,Gen X,Bachelor,Single,81246.0,0,0,1,2013-12-29,87,398,190,537,61,156,37,12736,760,2685,518.5,354.12,370,17423.62,1379,1,4,5,7,1,17,1,0,0,1,0,0,2,0,Accepted promos,Upper,87,17,17423.62,133,7,Promising Customer
2541,1976,38,Millennials,Bachelor,Married,24027.0,1,0,3,2013-06-09,7,14,7,11,11,0,5,448,28,55,93.5,0.0,50,674.5,48,2,2,0,3,8,7,0,0,0,0,0,0,0,0,Never accepted promos,Lower,7,7,674.5,421,7,Promising Customer
1142,1953,61,Baby Boomers,Doctoral,Married,55707.0,0,1,3,2013-12-22,91,208,7,82,30,66,35,6656,28,410,255.0,149.82,350,7848.82,428,2,3,2,9,3,16,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,91,16,7848.82,133,7,Promising Customer
2276,1955,59,Gen X,Bachelor,Single,57959.0,0,1,2,2013-05-02,71,430,16,322,43,24,33,13760,64,1610,365.5,54.480000000000004,330,16183.98,868,5,4,7,11,3,27,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,71,27,16183.98,203,5,Need Attention
2807,1969,45,Gen X,Bachelor,Married,56796.0,0,1,3,2013-02-16,24,656,38,161,62,47,37,20992,152,805,527.0,106.69,370,22952.69,1001,3,8,9,7,7,27,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,24,27,22952.69,404,8,Promising Customer
6471,1971,43,Millennials,Master,Single,36230.0,1,0,2,2013-10-17,17,14,2,30,8,2,3,448,8,150,68.0,4.54,30,708.54,59,1,2,0,4,5,7,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,17,7,708.54,421,7,Promising Customer
6131,1980,34,Millennials,Master,Married,70829.0,1,1,4,2013-12-01,87,141,70,106,72,19,23,4512,280,530,612.0,43.13,230,6207.13,431,2,4,2,8,3,16,0,0,0,0,0,0,0,0,Never accepted promos,Upper,87,16,6207.13,132,6,Need Attention
6233,1976,38,Millennials,Bachelor,Married,65991.0,0,1,3,2012-09-07,21,507,19,364,25,47,9,16224,76,1820,212.5,106.69,90,18529.19,971,3,9,5,10,7,27,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,21,27,18529.19,403,7,Promising Customer
4148,1972,42,Millennials,Bachelor,Married,38988.0,1,2,5,2012-08-20,90,164,24,103,12,3,42,5248,96,515,102.0,6.8100000000000005,420,6387.81,348,7,5,1,6,8,19,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,90,19,6387.81,132,6,Need Attention
4947,1966,48,Gen X,Master,Single,89572.0,0,0,1,2012-09-15,44,606,24,974,197,194,64,19392,96,4870,1674.5,440.38,640,27112.88,2059,1,7,7,9,4,24,0,1,0,1,0,0,3,1,Accepted promos,Upper,44,24,27112.88,304,7,Promising Customer
3225,1984,30,Millennials,Master,Married,42207.0,1,0,3,2013-04-01,71,116,11,72,3,17,46,3712,44,360,25.5,38.59,460,4640.09,265,4,4,1,5,6,14,1,0,0,0,0,0,2,1,Accepted promos,Lower-Middle,71,14,4640.09,232,7,Promising Customer
7540,1952,62,Baby Boomers,Bachelor,Married,50300.0,0,1,3,2014-05-25,52,143,15,60,24,23,5,4576,60,300,204.0,52.21,50,5242.21,270,2,2,1,8,2,13,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,52,13,5242.21,232,7,Promising Customer
10648,1982,32,Millennials,Master,Cohabitation,66664.0,0,0,2,2012-09-25,78,398,96,447,220,96,32,12736,384,2235,1870.0,217.92000000000002,320,17762.92,1289,1,5,7,6,3,19,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,78,19,17762.92,133,7,Promising Customer
1992,1964,50,Gen X,Bachelor,Married,60597.0,0,1,3,2014-01-01,2,522,0,257,32,16,66,16704,0,1285,272.0,36.32,660,18957.32,893,4,2,2,8,7,16,0,0,0,1,0,0,2,1,Accepted promos,Upper-Middle,2,16,18957.32,433,10,Loyal Customer
7851,1949,65,Baby Boomers,Bachelor,Divorced,70165.0,0,0,1,2013-09-22,60,161,0,253,199,191,122,5152,0,1265,1691.5,433.57,1220,9762.07,926,1,3,7,11,1,22,0,0,0,0,0,0,0,0,Never accepted promos,Upper,60,22,9762.07,203,5,Need Attention
8594,1958,56,Gen X,Doctoral,Divorced,50520.0,0,1,2,2014-01-28,25,112,0,6,2,1,14,3584,0,30,17.0,2.27,140,3773.27,135,2,3,1,3,6,9,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,25,9,3773.27,322,7,Promising Customer
7059,1963,51,Gen X,Bachelor,Married,80124.0,0,0,2,2014-06-26,47,483,84,398,205,84,241,15456,336,1990,1742.5,190.68,2410,22125.18,1495,1,3,7,8,1,19,1,0,0,0,0,0,1,0,Accepted promos,Upper,47,19,22125.18,334,10,Loyal Customer
2815,1975,39,Millennials,Bachelor,Married,33183.0,1,0,3,2014-02-24,46,7,5,39,17,15,37,224,20,195,144.5,34.05,370,987.55,120,2,4,0,3,7,9,0,0,0,0,0,0,0,0,Never accepted promos,Lower,46,9,987.55,321,6,Need Attention
2416,1969,45,Gen X,Doctoral,Single,66582.0,0,0,1,2014-03-03,83,789,25,420,16,38,0,25248,100,2100,136.0,86.26,0,27670.26,1288,1,2,8,9,1,20,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,83,20,27670.26,134,8,Promising Customer
7999,1955,59,Gen X,Doctoral,Cohabitation,75261.0,0,0,2,2013-04-23,17,1239,17,413,23,34,17,39648,68,2065,195.5,77.18,170,42223.68,1743,1,5,6,5,2,17,0,1,1,0,0,0,3,1,Accepted promos,Upper,17,17,42223.68,434,11,Champions Customer
9213,1970,44,Gen X,Bachelor,Divorced,31880.0,1,0,2,2012-10-31,13,4,1,5,2,0,3,128,4,25,17.0,0.0,30,204.0,15,1,1,0,2,8,4,0,0,0,0,0,0,0,0,Never accepted promos,Lower,13,4,204.0,411,6,Need Attention
9697,1951,63,Baby Boomers,Bachelor,Married,53790.0,0,2,4,2014-03-06,86,335,42,127,28,5,5,10720,168,635,238.0,11.35,50,11822.35,542,3,7,2,8,6,20,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,86,20,11822.35,133,7,Promising Customer
3916,1971,43,Millennials,Doctoral,Cohabitation,49269.0,1,0,3,2012-08-15,92,639,8,166,11,8,58,20448,32,830,93.5,18.16,580,22001.66,890,3,7,3,12,7,25,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,92,25,22001.66,104,5,Need Attention
2021,1975,39,Millennials,Bachelor,Married,61456.0,0,1,3,2013-03-27,47,563,76,384,84,192,89,18016,304,1920,714.0,435.84000000000003,890,22279.84,1388,4,6,10,13,4,33,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,47,33,22279.84,304,7,Promising Customer
1581,1980,34,Millennials,Bachelor,Married,37406.0,1,0,3,2013-10-10,18,2,0,8,2,2,3,64,0,40,17.0,4.54,30,155.54000000000002,17,1,1,0,2,8,4,0,0,0,0,0,0,1,1,Accepted promos,Lower-Middle,18,4,155.54000000000002,411,6,Need Attention
564,1981,33,Millennials,Doctoral,Cohabitation,56937.0,1,0,3,2012-08-04,81,746,8,125,11,8,8,23872,32,625,93.5,18.16,80,24720.66,906,7,8,6,9,6,30,0,1,0,0,0,0,2,1,Accepted promos,Upper-Middle,81,30,24720.66,104,5,Need Attention
6619,1978,36,Millennials,Bachelor,Married,38415.0,1,1,4,2013-01-02,91,22,1,13,4,0,4,704,4,65,34.0,0.0,40,847.0,44,2,1,0,3,7,6,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,91,6,847.0,121,4,Need Attention
9081,1988,26,Gen Z,Bachelor,Single,20518.0,1,0,2,2014-05-18,58,4,1,6,4,1,9,128,4,30,34.0,2.27,90,288.27,25,1,1,1,2,5,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower,58,5,288.27,211,4,Need Attention
178,1956,58,Gen X,Bachelor,Married,62503.0,0,1,3,2013-02-18,40,478,0,193,110,75,117,15296,0,965,935.0,170.25,1170,18536.25,973,4,8,3,11,5,26,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,40,26,18536.25,303,6,Need Attention
916,1972,42,Millennials,Doctoral,Single,41644.0,1,1,3,2014-05-09,67,20,3,4,2,0,2,640,12,20,17.0,0.0,20,709.0,31,2,1,0,3,3,6,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,67,6,709.0,221,5,Need Attention
5512,1977,37,Millennials,Master,Married,55842.0,0,1,3,2014-05-23,19,451,0,39,0,4,24,14432,0,195,0.0,9.08,240,14876.08,518,1,7,1,8,5,17,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,19,17,14876.08,433,10,Loyal Customer
8970,1972,42,Millennials,Doctoral,Married,62010.0,0,1,3,2012-10-23,93,371,22,39,6,0,92,11872,88,195,51.0,0.0,920,13126.0,530,4,6,2,7,5,19,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,93,19,13126.0,133,7,Promising Customer
10581,1977,37,Millennials,Bachelor,Married,41124.0,1,0,3,2012-10-31,41,281,7,84,15,0,119,8992,28,420,127.5,0.0,1190,10757.5,506,7,7,3,4,8,21,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,41,21,10757.5,303,6,Need Attention
5300,1973,41,Millennials,Master,Married,38961.0,1,0,3,2013-12-30,60,19,7,19,0,1,24,608,28,95,0.0,2.27,240,973.27,70,1,2,1,2,7,6,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,60,6,973.27,221,5,Need Attention
5154,1972,42,Millennials,Master,Divorced,37760.0,1,0,2,2013-08-11,54,26,3,13,2,10,0,832,12,65,17.0,22.7,0,948.7,54,1,2,0,3,6,6,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,54,6,948.7,221,5,Need Attention
8346,1974,40,Millennials,Bachelor,Single,32233.0,1,0,2,2012-08-19,26,138,15,35,25,11,72,4416,60,175,212.5,24.97,720,5608.47,296,2,6,2,2,9,12,1,0,0,0,0,0,2,1,Accepted promos,Lower,26,12,5608.47,332,8,Promising Customer
1676,1975,39,Millennials,Bachelor,Married,43057.0,0,1,3,2013-10-30,30,213,2,44,0,2,5,6816,8,220,0.0,4.54,50,7098.54,266,4,4,2,5,5,15,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,30,15,7098.54,332,8,Promising Customer
9286,1960,54,Gen X,Master,Cohabitation,83151.0,0,0,2,2012-10-10,93,407,28,100,120,74,18,13024,112,500,1020.0,167.98,180,15003.98,747,1,5,9,4,3,19,0,0,0,0,0,0,0,0,Never accepted promos,Upper,93,19,15003.98,133,7,Promising Customer
2426,1964,50,Gen X,Doctoral,Divorced,78825.0,0,0,1,2012-09-14,35,483,74,114,169,37,18,15456,296,570,1436.5,83.99,180,18022.49,895,1,5,10,13,3,29,0,0,0,0,0,0,1,1,Accepted promos,Upper,35,29,18022.49,303,6,Need Attention
5172,1976,38,Millennials,Master,Cohabitation,65104.0,0,1,3,2013-11-14,4,738,0,232,13,20,50,23616,0,1160,110.5,45.4,500,25431.9,1053,2,3,5,7,7,17,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,4,17,25431.9,434,11,Champions Customer
5562,1974,40,Millennials,Bachelor,Married,60093.0,0,1,3,2013-06-26,92,502,12,109,16,6,90,16064,48,545,136.0,13.620000000000001,900,17706.62,735,2,7,2,10,6,21,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,92,21,17706.62,103,4,Need Attention
3436,1969,45,Gen X,Bachelor,Married,14045.0,1,0,3,2014-01-26,24,11,0,5,2,1,1,352,0,25,17.0,2.27,10,406.27,20,1,1,0,3,7,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower,24,5,406.27,411,6,Need Attention
3921,1952,62,Baby Boomers,Master,Divorced,28457.0,0,0,1,2012-10-28,96,24,1,108,29,29,14,768,4,540,246.5,65.83,140,1764.33,205,1,4,1,4,8,10,0,0,0,0,0,0,0,0,Never accepted promos,Lower,96,10,1764.33,122,5,Need Attention
3403,1958,56,Gen X,Doctoral,Cohabitation,78952.0,0,1,3,2012-09-24,11,1170,19,594,99,76,134,37440,76,2970,841.5,172.52,1340,42840.02,2092,2,2,5,12,6,21,0,0,0,0,0,0,0,0,Never accepted promos,Upper,11,21,42840.02,404,8,Promising Customer
22,1976,38,Millennials,Bachelor,Divorced,46310.0,1,0,2,2012-12-03,99,185,2,88,15,5,14,5920,8,440,127.5,11.35,140,6646.85,309,2,6,1,5,8,14,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,99,14,6646.85,132,6,Need Attention
10965,1955,59,Gen X,Bachelor,Cohabitation,76005.0,0,0,2,2013-02-22,72,983,20,389,240,50,40,31456,80,1945,2040.0,113.5,400,36034.5,1722,1,3,5,13,6,22,0,0,0,1,0,0,1,0,Accepted promos,Upper,72,22,36034.5,204,6,Need Attention
9426,1964,50,Gen X,Master,Single,58308.0,0,1,2,2013-01-12,77,691,0,69,10,0,130,22112,0,345,85.0,0.0,1300,23842.0,900,4,2,6,3,8,15,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,77,15,23842.0,134,8,Promising Customer
6605,1944,70,Baby Boomers,Doctoral,Divorced,55614.0,0,0,1,2013-11-27,85,504,13,131,8,0,26,16128,52,655,68.0,0.0,260,17163.0,682,1,9,4,6,7,20,0,1,0,0,0,0,1,0,Accepted promos,Upper-Middle,85,20,17163.0,133,7,Promising Customer
3136,1962,52,Gen X,Master,Divorced,59432.0,0,1,2,2013-04-13,88,317,25,265,25,19,12,10144,100,1325,212.5,43.13,120,11944.63,663,3,5,3,11,5,22,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,88,22,11944.63,103,4,Need Attention
8737,1978,36,Millennials,Bachelor,Divorced,55563.0,0,1,2,2014-04-05,22,29,1,9,2,0,2,928,4,45,17.0,0.0,20,1014.0,43,1,2,0,3,3,6,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,22,6,1014.0,421,7,Promising Customer
11088,1971,43,Millennials,Doctoral,Cohabitation,78642.0,0,1,3,2013-04-21,83,1396,0,322,46,35,17,44672,0,1610,391.0,79.45,170,46922.45,1816,1,4,9,4,6,18,0,0,0,0,0,0,0,0,Never accepted promos,Upper,83,18,46922.45,134,8,Promising Customer
716,1949,65,Baby Boomers,Doctoral,Cohabitation,67911.0,0,1,3,2014-05-22,63,529,0,356,63,28,0,16928,0,1780,535.5,63.56,0,19307.06,976,3,6,7,11,3,27,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,63,27,19307.06,204,6,Need Attention
466,1944,70,Baby Boomers,Bachelor,Married,65275.0,0,0,2,2013-04-03,9,388,14,218,91,14,21,12416,56,1090,773.5,31.78,210,14577.28,746,1,4,3,13,2,21,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,9,21,14577.28,403,7,Promising Customer
9135,1950,64,Baby Boomers,Bachelor,Cohabitation,27203.0,1,1,4,2012-08-06,92,13,2,21,4,0,24,416,8,105,34.0,0.0,240,803.0,64,2,1,1,2,8,6,0,0,0,0,0,0,0,0,Never accepted promos,Lower,92,6,803.0,121,4,Need Attention
10623,1961,53,Gen X,Master,Cohabitation,48330.0,0,1,3,2013-11-15,2,28,0,4,0,0,0,896,0,20,0.0,0.0,0,916.0,32,1,1,0,3,5,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,2,5,916.0,411,6,Need Attention
8151,1990,24,Gen Z,Non-degree,Married,24279.0,0,0,2,2012-12-29,6,16,36,21,20,62,108,512,144,105,170.0,140.74,1080,2151.74,263,1,4,1,3,8,9,0,0,0,0,0,0,0,0,Never accepted promos,Lower,6,9,2151.74,422,8,Promising Customer
5140,1985,29,Millennials,Doctoral,Married,64355.0,1,0,3,2012-08-24,66,1047,0,140,67,38,153,33504,0,700,569.5,86.26,1530,36389.76,1445,2,4,3,12,8,21,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,66,21,36389.76,204,6,Need Attention
10160,1956,58,Gen X,Master,Cohabitation,50943.0,0,1,3,2013-06-21,49,31,0,7,2,0,6,992,0,35,17.0,0.0,60,1104.0,46,1,1,0,3,5,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,49,5,1104.0,312,6,Need Attention
4945,1953,61,Baby Boomers,Bachelor,Divorced,53653.0,0,0,1,2012-11-07,29,815,10,239,28,10,108,26080,40,1195,238.0,22.7,1080,28655.7,1210,2,10,4,12,6,28,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,29,28,28655.7,304,7,Promising Customer
10584,1976,38,Millennials,Bachelor,Married,65665.0,0,1,3,2013-12-02,77,225,162,387,106,36,29,7200,648,1935,901.0,81.72,290,11055.72,945,1,5,10,8,3,24,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,77,24,11055.72,103,4,Need Attention
6071,1989,25,Gen Z,Bachelor,Single,81217.0,0,0,1,2013-07-19,77,493,70,324,146,40,84,15776,280,1620,1241.0,90.8,840,19847.8,1157,1,3,7,11,1,22,0,0,0,0,0,0,0,0,Never accepted promos,Upper,77,22,19847.8,104,5,Need Attention
3386,1992,22,Gen Z,Bachelor,Married,34935.0,0,0,2,2013-06-21,71,34,4,66,3,10,20,1088,16,330,25.5,22.7,200,1682.2,137,1,2,1,4,7,8,0,0,0,0,0,0,0,0,Never accepted promos,Lower,71,8,1682.2,222,6,Need Attention
8939,1959,55,Gen X,Bachelor,Divorced,61250.0,0,1,2,2012-12-16,49,382,138,65,60,26,59,12224,552,325,510.0,59.02,590,14260.02,730,6,5,2,12,5,25,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,49,25,14260.02,303,6,Need Attention
9925,1981,33,Millennials,Doctoral,Cohabitation,39665.0,1,0,3,2013-05-25,97,127,1,56,0,1,31,4064,4,280,0.0,2.27,310,4660.27,216,3,4,2,3,7,12,1,0,0,0,0,0,1,0,Accepted promos,Lower-Middle,97,12,4660.27,132,6,Need Attention
4320,1979,35,Millennials,Bachelor,Single,60152.0,0,1,2,2013-03-28,6,325,83,300,86,58,91,10400,332,1500,731.0,131.66,910,14004.66,943,1,6,4,12,3,23,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,6,23,14004.66,403,7,Promising Customer
5389,1964,50,Gen X,Bachelor,Married,48920.0,0,2,4,2013-10-20,93,238,17,68,8,10,6,7616,68,340,68.0,22.7,60,8174.7,347,3,6,2,5,7,16,0,1,0,0,0,0,1,0,Accepted promos,Lower-Middle,93,16,8174.7,133,7,Promising Customer
6036,1959,55,Gen X,Master,Cohabitation,89120.0,0,0,2,2014-03-17,78,1168,92,408,72,129,55,37376,368,2040,612.0,292.83,550,41238.83,1924,1,5,6,7,1,19,0,0,1,0,0,0,1,0,Accepted promos,Upper,78,19,41238.83,134,8,Promising Customer
182,1946,68,Baby Boomers,Doctoral,Cohabitation,44124.0,0,1,3,2013-05-11,62,284,0,55,0,6,52,9088,0,275,0.0,13.620000000000001,520,9896.62,397,4,6,2,5,8,17,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,62,17,9896.62,233,8,Promising Customer
203,1975,39,Millennials,Master,Single,81169.0,0,0,1,2013-04-14,47,1288,20,613,80,61,27,41216,80,3065,680.0,138.47,270,45449.47,2089,1,5,7,9,2,22,0,0,0,0,0,0,0,0,Never accepted promos,Upper,47,22,45449.47,304,7,Promising Customer
11025,1961,53,Gen X,Bachelor,Married,36443.0,1,1,4,2013-02-03,9,65,0,46,4,3,20,2080,0,230,34.0,6.8100000000000005,200,2550.81,138,4,3,1,3,8,11,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,9,11,2550.81,432,9,Loyal Customer
10203,1990,24,Gen Z,Bachelor,Single,26095.0,1,0,2,2013-06-30,77,11,7,9,3,1,11,352,28,45,25.5,2.27,110,562.77,42,1,1,0,3,7,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower,77,5,562.77,111,3,Almost Lost Customer
4607,1959,55,Gen X,Bachelor,Cohabitation,71367.0,0,0,2,2013-08-23,24,227,23,389,42,21,75,7264,92,1945,357.0,47.67,750,10455.67,777,1,4,5,7,2,17,0,0,0,0,0,0,0,0,Never accepted promos,Upper,24,17,10455.67,433,10,Loyal Customer
3711,1944,70,Baby Boomers,Master,Married,80184.0,0,0,2,2014-03-01,19,1035,134,670,25,38,0,33120,536,3350,212.5,86.26,0,37304.76,1902,1,6,3,10,3,20,0,0,1,1,0,0,2,0,Accepted promos,Upper,19,20,37304.76,434,11,Champions Customer
3696,1965,49,Gen X,Bachelor,Divorced,30630.0,1,1,3,2014-01-27,67,27,1,12,2,0,10,864,4,60,17.0,0.0,100,1045.0,52,2,2,0,3,7,7,0,0,0,0,0,0,0,0,Never accepted promos,Lower,67,7,1045.0,222,6,Need Attention
2532,1987,27,Gen Z,Master,Single,73454.0,0,0,1,2014-03-01,95,982,73,351,56,14,175,31424,292,1755,476.0,31.78,1750,35728.78,1651,1,2,4,6,5,13,1,0,0,0,0,0,1,0,Accepted promos,Upper,95,13,35728.78,134,8,Promising Customer
9214,1991,23,Gen Z,Bachelor,Married,42691.0,0,0,2,2013-08-16,48,179,2,64,38,17,58,5728,8,320,323.0,38.59,580,6997.59,358,1,5,1,6,5,13,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,48,13,6997.59,332,8,Promising Customer
4943,1953,61,Baby Boomers,Bachelor,Married,70503.0,0,0,2,2012-09-30,73,1379,33,216,0,33,66,44128,132,1080,0.0,74.91,660,46074.91,1727,1,2,4,9,6,16,0,1,1,0,0,0,2,0,Accepted promos,Upper,73,16,46074.91,234,9,Loyal Customer
35,1987,27,Gen Z,Bachelor,Married,25545.0,1,0,3,2012-09-08,35,32,1,64,16,12,85,1024,4,320,136.0,27.240000000000002,850,2361.24,210,3,2,2,3,6,10,0,0,0,0,0,0,1,1,Accepted promos,Lower,35,10,2361.24,322,7,Promising Customer
2258,1986,28,Millennials,Bachelor,Married,32880.0,1,0,3,2012-12-04,76,8,4,15,7,6,2,256,16,75,59.5,13.620000000000001,20,440.12,42,1,1,0,3,8,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower,76,5,440.12,111,3,Almost Lost Customer
4322,1958,56,Gen X,Doctoral,Cohabitation,77863.0,0,0,2,2013-11-27,20,881,38,319,16,25,12,28192,152,1595,136.0,56.75,120,30251.75,1291,1,4,5,10,2,20,0,0,0,0,0,0,0,0,Never accepted promos,Upper,20,20,30251.75,434,11,Champions Customer
713,1977,37,Millennials,Master,Married,50353.0,0,0,2,2014-06-08,72,141,15,153,67,31,35,4512,60,765,569.5,70.37,350,6326.87,442,1,4,4,6,3,15,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,72,15,6326.87,232,7,Promising Customer
4702,1964,50,Gen X,Bachelor,Single,61839.0,0,0,1,2012-08-12,20,1000,155,379,224,17,120,32000,620,1895,1904.0,38.59,1200,37657.59,1895,1,4,8,4,8,17,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,20,17,37657.59,434,11,Champions Customer
3281,1960,54,Gen X,Doctoral,Married,49154.0,1,1,4,2013-11-03,69,206,10,67,30,27,71,6592,40,335,255.0,61.29,710,7993.29,411,6,4,1,8,6,19,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,69,19,7993.29,233,8,Promising Customer
702,1975,39,Millennials,Master,Divorced,47682.0,0,1,2,2013-02-15,80,162,61,83,97,57,61,5184,244,415,824.5,129.39000000000001,610,7406.89,521,4,4,3,8,5,19,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,80,19,7406.89,133,7,Promising Customer
2004,1969,45,Gen X,Bachelor,Single,72679.0,0,1,2,2013-09-18,65,619,54,260,127,54,54,19808,216,1300,1079.5,122.58,540,23066.08,1168,1,4,7,5,1,17,0,0,0,0,0,0,0,0,Never accepted promos,Upper,65,17,23066.08,234,9,Loyal Customer
4769,1977,37,Millennials,Master,Cohabitation,57954.0,1,1,4,2014-06-18,52,456,4,24,0,0,9,14592,16,120,0.0,0.0,90,14818.0,493,7,8,2,6,7,23,0,1,0,0,0,0,1,0,Accepted promos,Upper-Middle,52,23,14818.0,203,5,Need Attention
4437,1962,52,Gen X,Bachelor,Married,65316.0,1,1,4,2013-04-24,65,112,6,92,3,9,38,3584,24,460,25.5,20.43,380,4493.93,260,2,3,2,5,4,12,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,65,12,4493.93,232,7,Promising Customer
8724,1982,32,Millennials,Bachelor,Single,28567.0,1,0,2,2013-06-17,57,11,3,22,2,2,6,352,12,110,17.0,4.54,60,555.54,46,2,2,0,3,6,7,0,0,0,0,0,0,0,0,Never accepted promos,Lower,57,7,555.54,221,5,Need Attention
10741,1951,63,Baby Boomers,Master,Cohabitation,47352.0,0,1,3,2013-04-11,70,172,12,112,8,0,15,5504,48,560,68.0,0.0,150,6330.0,319,4,6,1,5,7,16,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,70,16,6330.0,232,7,Promising Customer
1991,1967,47,Gen X,Bachelor,Cohabitation,44931.0,0,1,3,2014-01-18,0,78,0,11,0,0,7,2496,0,55,0.0,0.0,70,2621.0,96,1,2,1,3,5,7,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,0,7,2621.0,422,8,Promising Customer
6931,1967,47,Gen X,Bachelor,Divorced,76982.0,0,0,1,2014-02-15,19,464,151,292,65,60,30,14848,604,1460,552.5,136.2,300,17900.7,1062,1,8,3,4,4,16,0,0,1,0,0,0,2,1,Accepted promos,Upper,19,16,17900.7,433,10,Loyal Customer
11096,1952,62,Baby Boomers,Master,Cohabitation,57247.0,0,1,3,2013-08-08,50,99,4,32,37,54,6,3168,16,160,314.5,122.58,60,3841.08,232,2,2,1,7,2,12,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,50,12,3841.08,232,7,Promising Customer
